customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,region,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,product_view,added_to_cart,checkout,Payment,purchased,cart_abandoned,rating,payment_Method
7062,13000,01-01-24,Mobile,New,Email ,453,South,Toys,1337.12,3,0,0,4011.36,15,215,1,1,1,1,1,0,5,Debit Card
2439,13109,01-01-24,Desktop,Returning,Website ,317,South,Fashion,455.68,1,5,22.78,0,13,198,1,1,0,0,0,1,4,
8750,13655,01-01-24,Desktop,New,Instagram,872,East,Food & Grocery,842.16,3,10,252.65,2273.83,15,1736,1,1,1,1,1,0,3,Debit Card
1921,13790,01-01-24,Mobile,New,Email ,448,South,Fashion,145.54,4,10,58.22,0,4,1489,1,1,0,0,0,1,4,
4791,13826,01-01-24,Mobile,Returning,Facebook,627,South,Sports,408.38,3,0,0,0,13,149,1,1,0,0,0,1,4,
3617,14249,01-01-24,Mobile,Returning,Website ,617,South,Electronics,784.33,2,10,156.87,0,1,1230,1,1,0,0,0,1,4,
2967,15188,01-01-24,Mobile,New,Digital Advertising,256,South,Home & Garden,1244.19,4,30,1493.03,0,10,335,1,0,0,0,0,0,4,
1793,15545,01-01-24,Mobile,New,Facebook,719,East,Toys,1943.64,3,0,0,0,7,567,1,1,0,0,0,1,4,
7737,16205,01-01-24,Desktop,New,Instagram,220,East,Fashion,404.28,1,10,40.43,0,20,534,1,1,0,0,0,1,4,
4018,16238,01-01-24,Desktop,Returning,Website ,357,East,Electronics,524.77,2,10,104.95,0,18,1601,1,1,0,0,0,1,4,
9363,16244,01-01-24,Desktop,Returning,Referral ,716,East,Home & Garden,1200.14,4,10,480.06,4320.5,24,1348,1,1,1,1,1,0,4,Debit Card
9760,17066,01-01-24,Mobile,Returning,Facebook,491,East,Beauty,378.47,1,0,0,378.47,6,1151,1,1,1,1,1,0,3,Debit Card
5945,17403,01-01-24,Desktop,Returning,Email ,641,East,Books,1311.06,4,30,1573.27,0,23,1054,1,1,0,0,0,1,4,
1260,18485,01-01-24,Tablet,New,Digital Advertising,896,East,Home & Garden,1710.05,3,20,1026.03,0,23,1372,1,1,0,0,0,1,4,
8703,18553,01-01-24,Desktop,Returning,Website ,361,East,Beauty,76.69,3,15,34.51,0,22,1222,1,0,0,0,0,0,4,
4830,19313,01-01-24,Tablet,Returning,Instagram,371,West,Beauty,447.99,3,25,335.99,1007.98,17,423,1,1,1,1,1,0,3,Debit Card
5946,19389,01-01-24,Desktop,Returning,Email ,416,West,Fashion,760.13,4,5,152.03,2888.49,6,610,1,1,1,1,1,0,3,Debit Card
1195,20024,01-01-24,Tablet,Returning,Facebook,794,East,Electronics,222.66,4,20,178.13,0,15,817,1,0,0,0,0,0,4,
2594,20475,01-01-24,Mobile,Returning,Facebook,33,East,Beauty,436.4,2,20,174.56,0,14,765,1,1,0,0,0,1,4,
3735,20881,01-01-24,Mobile,New,Facebook,646,East,Fashion,605.86,1,0,0,0,16,1274,1,1,0,0,0,1,4,
2284,21172,01-01-24,Desktop,New,Digital Advertising,828,East,Books,466.03,2,30,279.62,0,4,1568,1,0,0,0,0,0,4,
2618,21337,01-01-24,Desktop,Returning,Email ,721,East,Home & Garden,1862.73,1,0,0,0,18,1730,1,1,0,0,0,1,4,
6138,22031,01-01-24,Desktop,New,Digital Advertising,39,West,Home & Garden,1313.27,3,25,984.95,0,21,833,1,1,0,0,0,1,4,
5100,22075,01-01-24,Desktop,New,Email ,761,West,Home & Garden,1830.82,4,0,0,0,24,1244,1,1,0,0,0,1,4,
3801,22169,01-01-24,Desktop,Returning,Facebook,550,West,Electronics,821.75,1,0,0,821.75,8,1412,1,1,1,1,1,0,2,Cash On Delivery
1317,22334,01-01-24,Desktop,Returning,Email ,743,West,Books,1098.64,3,0,0,3295.92,1,493,1,1,1,1,1,0,3,Cash On Delivery
5963,22587,01-01-24,Desktop,Returning,Referral ,841,West,Beauty,389.65,1,15,58.45,0,2,255,1,1,0,0,0,1,4,
2957,22679,01-01-24,Desktop,Returning,Referral ,210,West,Fashion,731.07,1,20,146.21,584.86,2,1391,1,1,1,1,1,0,4,Cash On Delivery
1482,22701,01-01-24,Desktop,New,Email ,246,West,Home & Garden,713.54,4,10,285.42,0,3,784,1,1,0,0,0,1,4,
6059,24056,01-01-24,Mobile,Returning,Website ,846,West,Home & Garden,1656.09,2,10,331.22,0,19,980,1,0,0,0,0,0,4,
9051,24296,01-01-24,Desktop,New,Instagram,277,West,Electronics,367.95,4,20,294.36,0,15,415,1,1,0,0,0,1,4,
4179,24782,01-01-24,Desktop,Returning,Digital Advertising,824,West,Sports,511.13,3,10,153.34,1380.05,5,1430,1,1,1,1,1,0,5,Cash On Delivery
4336,21,02-01-24,Mobile,Returning,Referral ,394,North,Fashion,361.79,4,0,0,0,18,720,1,1,1,1,0,1,4,
1096,1069,02-01-24,Mobile,New,Facebook,855,North,Books,492.56,1,0,0,0,24,47,1,1,1,1,0,1,4,
8149,1132,02-01-24,Mobile,Returning,Website ,248,North,Toys,1982.41,4,15,1189.45,0,13,1286,1,0,0,0,0,0,4,
9268,1563,02-01-24,Desktop,Returning,Referral ,330,North,Home & Garden,1448.31,3,15,651.74,3693.19,14,1766,1,1,1,1,1,0,2,Credit Card
1513,1800,02-01-24,Tablet,Returning,Digital Advertising,587,North,Home & Garden,1511.89,3,15,680.35,0,5,769,1,0,0,0,0,0,4,
5038,2381,02-01-24,Mobile,Returning,Digital Advertising,571,North,Electronics,449.66,2,0,0,0,5,1270,1,1,1,0,0,1,4,Credit Card
5284,3497,02-01-24,Mobile,Returning,Digital Advertising,699,North,Food & Grocery,221.66,2,0,0,0,6,1512,1,1,0,0,0,1,4,Credit Card
3732,3898,02-01-24,Desktop,Returning,Website ,106,South,Beauty,307.48,4,0,0,1229.92,13,1415,1,1,1,1,1,0,4,Credit Card
4766,4735,02-01-24,Desktop,Returning,Digital Advertising,362,North,Books,950.15,4,15,570.09,0,1,1002,1,1,0,0,0,1,4,
9357,4850,02-01-24,Desktop,Returning,Facebook,93,North,Home & Garden,712.1,4,5,142.42,0,18,1327,1,1,0,0,0,1,4,
4420,4880,02-01-24,Mobile,Returning,Email ,286,North,Fashion,111.25,1,5,5.56,0,5,1408,1,0,0,0,0,0,4,
5164,5665,02-01-24,Mobile,New,Instagram,127,North,Food & Grocery,854.85,1,20,170.97,0,6,1167,1,1,0,0,0,1,4,
6947,5713,02-01-24,Mobile,Returning,Digital Advertising,7,South,Food & Grocery,265.02,1,15,39.75,225.27,2,1534,1,1,1,1,1,0,5,Debit Card
4684,5772,02-01-24,Desktop,New,Referral ,47,North,Sports,343.31,2,5,34.33,0,3,13,1,0,0,0,0,0,4,
5035,6139,02-01-24,Mobile,Returning,Digital Advertising,683,North,Books,1531.89,4,0,0,0,9,1130,1,1,0,0,0,1,4,
4515,6180,02-01-24,Mobile,Returning,Email ,867,North,Sports,646.78,4,0,0,0,15,835,1,1,0,0,0,1,4,
9243,6183,02-01-24,Tablet,New,Referral ,119,North,Food & Grocery,1105.35,4,0,0,0,24,167,1,1,0,0,0,1,4,
1572,6287,02-01-24,Desktop,New,Referral ,246,North,Fashion,308.27,4,10,123.31,0,21,1622,1,0,0,0,0,0,4,
6352,6543,02-01-24,Tablet,New,Referral ,395,North,Home & Garden,1834.58,2,25,917.29,0,3,1496,1,0,0,0,0,0,4,
5312,6597,02-01-24,Mobile,Returning,Referral ,121,South,Electronics,610.67,4,30,732.8,1709.88,2,1276,1,1,1,1,1,0,3,Debit Card
6484,7033,02-01-24,Desktop,Returning,Website ,817,North,Electronics,961.86,1,15,144.28,0,7,1478,1,0,0,0,0,0,4,
6539,8565,02-01-24,Mobile,New,Facebook,790,South,Beauty,311.5,3,0,0,934.5,23,1005,1,1,1,1,1,0,5,Debit Card
2959,9215,02-01-24,Desktop,Returning,Website ,54,North,Electronics,238.09,1,0,0,0,17,1174,1,0,0,0,0,0,4,
8122,9310,02-01-24,Mobile,Returning,Digital Advertising,123,North,Books,1297.05,4,0,0,0,11,1167,1,1,0,0,0,1,4,
1997,9314,02-01-24,Desktop,Returning,Referral ,388,North,Beauty,231.14,2,20,92.46,0,22,192,1,0,0,0,0,0,4,
6928,9533,02-01-24,Tablet,Returning,Website ,572,North,Food & Grocery,679.9,1,10,67.99,0,18,963,1,0,0,0,0,0,4,
6936,9628,02-01-24,Desktop,New,Email ,898,North,Books,428.71,3,30,385.84,0,19,1067,1,1,0,0,0,1,4,
2987,9793,02-01-24,Mobile,Returning,Instagram,438,South,Food & Grocery,434.13,2,0,0,0,7,1650,1,1,0,0,0,1,4,
7184,10014,02-01-24,Mobile,Returning,Facebook,336,South,Books,1648.13,2,15,494.44,0,20,1767,1,1,0,0,0,1,4,
8651,10062,02-01-24,Desktop,New,Website ,8,South,Electronics,926.34,2,10,185.27,1667.41,10,137,1,1,1,1,1,0,3,Debit Card
4237,10166,02-01-24,Mobile,New,Instagram,330,South,Fashion,508.82,1,0,0,0,5,52,1,0,0,0,0,0,4,
2700,10767,02-01-24,Desktop,Returning,Facebook,761,South,Beauty,332.61,3,0,0,0,15,446,1,0,0,0,0,0,4,
1398,10838,02-01-24,Tablet,New,Facebook,204,South,Food & Grocery,184.27,4,10,73.71,663.37,4,1289,1,1,1,1,1,0,3,Debit Card
8386,11711,02-01-24,Desktop,Returning,Email ,847,South,Beauty,329.35,4,0,0,0,3,1194,1,1,0,0,0,1,4,
7562,12179,02-01-24,Desktop,New,Instagram,582,South,Beauty,239.32,4,0,0,0,6,175,1,1,0,0,0,1,4,
1675,12471,02-01-24,Desktop,New,Website ,632,South,Books,297.32,1,0,0,0,23,152,1,1,0,0,0,1,4,
1464,12743,02-01-24,Mobile,Returning,Instagram,718,South,Fashion,745.8,1,0,0,745.8,15,1281,1,1,1,1,1,0,3,Debit Card
1066,12950,02-01-24,Mobile,Returning,Facebook,372,South,Home & Garden,1271.8,3,20,763.08,0,6,1316,1,0,0,0,0,0,4,
6622,13151,02-01-24,Desktop,New,Website ,135,South,Beauty,113.37,2,5,11.34,0,22,111,1,1,0,0,0,1,4,
2501,13413,02-01-24,Mobile,Returning,Referral ,820,South,Food & Grocery,650.1,3,0,0,0,5,1770,1,0,0,0,0,0,4,
1635,13446,02-01-24,Mobile,Returning,Email ,243,East,Sports,351.38,2,15,105.41,597.35,6,1188,1,1,1,1,1,0,5,Debit Card
1733,13511,02-01-24,Mobile,Returning,Digital Advertising,104,East,Home & Garden,688.34,1,0,0,688.34,18,1356,1,1,1,1,1,0,5,Debit Card
6407,14299,02-01-24,Desktop,Returning,Instagram,667,South,Books,1521.63,3,0,0,0,18,96,1,1,0,0,0,1,4,
8954,14395,02-01-24,Tablet,Returning,Facebook,135,South,Fashion,115.21,4,0,0,0,4,10,1,1,0,0,0,1,4,
2168,14584,02-01-24,Desktop,Returning,Email ,853,South,Sports,614.33,2,10,122.87,0,13,1648,1,0,0,0,0,0,4,
4358,14830,02-01-24,Desktop,Returning,Referral ,451,South,Sports,377.56,4,0,0,0,24,300,1,0,0,0,0,0,4,
2621,14935,02-01-24,Desktop,New,Digital Advertising,847,South,Toys,574.69,4,10,229.88,0,21,1017,1,1,0,0,0,1,4,
8011,15030,02-01-24,Desktop,Returning,Instagram,647,South,Home & Garden,1953.74,1,30,586.12,0,17,1543,1,0,0,0,0,0,4,
5153,15080,02-01-24,Mobile,New,Instagram,73,South,Home & Garden,1021.33,3,15,459.6,0,24,1154,1,1,0,0,0,1,4,
2082,15125,02-01-24,Mobile,Returning,Referral ,850,South,Beauty,282.35,3,0,0,0,10,1375,1,0,0,0,0,0,4,
7565,16055,02-01-24,Desktop,New,Facebook,760,East,Food & Grocery,747.46,3,5,112.12,0,20,17,1,0,0,0,0,0,4,
7171,16821,02-01-24,Desktop,Returning,Facebook,404,East,Food & Grocery,642.57,2,0,0,0,6,1727,1,1,0,0,0,1,4,
8584,16843,02-01-24,Mobile,Returning,Instagram,210,East,Home & Garden,1891.08,1,25,472.77,0,17,197,1,0,0,0,0,0,4,
4450,17622,02-01-24,Mobile,New,Referral ,152,East,Beauty,190.25,3,0,0,0,24,1242,1,0,0,0,0,0,4,
7919,17938,02-01-24,Desktop,Returning,Website ,890,East,Books,1651.52,3,20,990.91,0,16,177,1,0,0,0,0,0,4,
4898,18838,02-01-24,Desktop,Returning,Referral ,423,East,Electronics,765.46,2,15,229.64,0,9,1210,1,1,0,0,0,1,4,
8328,19905,02-01-24,Tablet,Returning,Digital Advertising,453,West,Fashion,745.77,1,0,0,745.77,9,651,1,1,1,1,1,0,4,Debit Card
4119,19983,02-01-24,Mobile,New,Email ,563,East,Beauty,285.19,2,10,57.04,0,19,872,1,0,0,0,0,0,4,
7462,20157,02-01-24,Mobile,Returning,Referral ,192,West,Beauty,281.31,4,0,0,1125.24,5,1340,1,1,1,1,1,0,5,Debit Card
3020,20243,02-01-24,Mobile,Returning,Website ,604,East,Sports,468.61,4,30,562.33,0,2,62,1,1,0,0,0,1,4,
3717,20251,02-01-24,Desktop,Returning,Instagram,14,East,Beauty,312.39,1,5,15.62,0,8,827,1,0,0,0,0,0,4,
8910,20970,02-01-24,Mobile,Returning,Email ,284,East,Books,804.09,1,0,0,0,15,1654,1,1,0,0,0,1,4,
4097,20993,02-01-24,Mobile,Returning,Digital Advertising,221,East,Books,1419.95,2,0,0,0,5,664,1,1,0,0,0,1,4,
6567,21850,02-01-24,Desktop,Returning,Facebook,636,West,Toys,793.18,3,5,118.98,2260.56,13,1464,1,1,1,1,1,0,3,Cash On Delivery
9085,22133,02-01-24,Mobile,Returning,Instagram,267,West,Home & Garden,590.73,1,0,0,0,21,1305,1,0,0,0,0,0,4,
4251,22583,02-01-24,Mobile,New,Facebook,356,West,Books,1124.88,2,20,449.95,0,17,329,1,1,0,0,0,1,4,
7872,22780,02-01-24,Desktop,New,Facebook,816,West,Home & Garden,1261.05,1,10,126.1,0,5,148,1,1,0,0,0,1,4,
5721,23060,02-01-24,Mobile,New,Website ,685,West,Fashion,777.38,2,15,233.21,0,11,969,1,0,0,0,0,0,4,
6195,23437,02-01-24,Desktop,New,Email ,471,West,Toys,803.75,3,30,723.38,0,21,1078,1,1,0,0,0,1,4,
3649,24074,02-01-24,Desktop,New,Facebook,298,West,Sports,499.21,4,15,299.53,0,8,1010,1,1,0,0,0,1,4,
7015,24609,02-01-24,Desktop,Returning,Facebook,534,West,Beauty,420.14,1,15,63.02,0,7,1025,1,1,0,0,0,1,4,
3033,24887,02-01-24,Mobile,New,Instagram,359,West,Food & Grocery,288.33,1,0,0,0,13,1747,1,1,0,0,0,1,4,
3371,208,03-01-24,Tablet,New,Referral ,545,North,Electronics,354.8,3,0,0,0,13,1101,1,0,0,0,0,0,4,
3885,594,03-01-24,Desktop,Returning,Instagram,25,North,Electronics,921.87,4,15,553.12,3134.36,23,1075,1,1,1,1,1,0,3,Credit Card
7188,1061,03-01-24,Desktop,Returning,Instagram,248,North,Home & Garden,1659.95,2,0,0,0,16,1390,1,1,1,1,0,1,4,
5635,1206,03-01-24,Mobile,Returning,Referral ,409,North,Toys,1318.8,1,0,0,1318.8,7,363,1,1,1,1,1,0,5,Credit Card
8207,1283,03-01-24,Mobile,New,Facebook,20,North,Beauty,193.46,4,0,0,0,13,665,1,1,1,1,0,1,4,
7031,1612,03-01-24,Desktop,New,Facebook,792,North,Books,944.36,4,0,0,3777.44,7,494,1,1,1,1,1,0,5,Credit Card
6153,1630,03-01-24,Desktop,New,Instagram,497,North,Home & Garden,1476.47,4,0,0,0,16,829,1,1,1,1,0,1,4,
2705,2070,03-01-24,Desktop,Returning,Facebook,429,North,Toys,1988.78,4,30,2386.54,5568.58,21,233,1,1,1,1,1,0,4,Credit Card
5150,2273,03-01-24,Desktop,Returning,Digital Advertising,77,North,Fashion,551.28,3,5,82.69,0,19,1167,1,0,0,0,0,0,4,
4101,3173,03-01-24,Desktop,New,Referral ,321,North,Beauty,411.61,2,0,0,0,5,1361,1,1,0,0,0,1,4,Credit Card
3075,3701,03-01-24,Mobile,New,Facebook,161,North,Electronics,964.39,4,20,771.51,0,23,572,1,1,0,0,0,1,4,
6345,3824,03-01-24,Tablet,Returning,Facebook,111,South,Beauty,132.28,1,20,26.46,105.82,12,291,1,1,1,1,1,0,5,Credit Card
6834,4559,03-01-24,Tablet,Returning,Email ,398,North,Books,386.6,4,15,231.96,0,23,1358,1,0,0,0,0,0,4,
4879,4615,03-01-24,Mobile,New,Referral ,491,South,Sports,1138.21,3,15,512.19,2902.44,8,1664,1,1,1,1,1,0,5,Credit Card
9082,4619,03-01-24,Desktop,New,Email ,242,North,Fashion,696.97,2,30,418.18,0,15,574,1,1,0,0,0,1,4,
3244,5276,03-01-24,Mobile,Returning,Referral ,352,North,Food & Grocery,249.31,3,20,149.59,0,13,1375,1,1,0,0,0,1,4,
2698,6533,03-01-24,Mobile,New,Digital Advertising,788,North,Beauty,198.06,3,25,148.55,0,4,511,1,0,0,0,0,0,4,
4366,6684,03-01-24,Desktop,Returning,Referral ,621,South,Books,411.78,1,0,0,411.78,21,792,1,1,1,1,1,0,5,Debit Card
8756,6720,03-01-24,Desktop,Returning,Digital Advertising,29,North,Toys,1918.05,2,20,767.22,0,24,147,1,0,0,0,0,0,4,
5357,7175,03-01-24,Mobile,Returning,Email ,678,North,Sports,539.98,3,10,161.99,0,16,621,1,0,0,0,0,0,4,
6104,7192,03-01-24,Mobile,New,Facebook,199,South,Home & Garden,1435.63,1,15,215.34,1220.29,9,849,1,1,1,1,1,0,5,Debit Card
9967,8249,03-01-24,Tablet,New,Instagram,150,North,Fashion,769.9,4,20,615.92,0,1,1665,1,1,0,0,0,1,4,
9975,8574,03-01-24,Mobile,Returning,Digital Advertising,288,North,Fashion,258.72,2,0,0,0,18,1507,1,1,0,0,0,1,4,
2813,8649,03-01-24,Mobile,New,Email ,36,North,Home & Garden,949.08,2,0,0,0,23,1522,1,0,0,0,0,0,4,
1264,9504,03-01-24,Mobile,Returning,Website ,621,North,Fashion,401.85,1,10,40.18,0,19,823,1,0,0,0,0,0,4,
6267,9567,03-01-24,Desktop,New,Digital Advertising,874,North,Food & Grocery,383.94,1,5,19.2,0,24,203,1,1,0,0,0,1,4,
4486,9825,03-01-24,Mobile,New,Website ,242,South,Toys,1474.23,4,25,1474.23,0,19,744,1,0,0,0,0,0,4,
5379,10035,03-01-24,Desktop,New,Digital Advertising,116,South,Toys,1599.21,1,0,0,0,18,204,1,0,0,0,0,0,4,
4728,10162,03-01-24,Mobile,New,Facebook,224,South,Food & Grocery,668.68,3,15,300.91,0,4,707,1,0,0,0,0,0,4,
6475,10381,03-01-24,Desktop,New,Referral ,149,South,Fashion,377.05,2,20,150.82,0,16,1534,1,1,0,0,0,1,4,
1824,10458,03-01-24,Desktop,New,Facebook,295,South,Beauty,497,4,0,0,0,5,1677,1,0,0,0,0,0,4,
5863,10632,03-01-24,Desktop,Returning,Facebook,263,South,Toys,802.93,3,0,0,2408.79,17,412,1,1,1,1,1,0,1,Debit Card
3600,10778,03-01-24,Mobile,New,Email ,359,South,Home & Garden,1091.16,2,0,0,0,3,1398,1,1,0,0,0,1,4,
7563,10811,03-01-24,Mobile,New,Referral ,417,South,Books,1729.25,3,15,778.16,0,20,1218,1,1,0,0,0,1,4,
4274,11123,03-01-24,Desktop,New,Website ,337,South,Beauty,342.73,3,15,154.23,0,2,1789,1,1,0,0,0,1,4,
2617,11263,03-01-24,Desktop,Returning,Facebook,350,South,Toys,1024.19,2,0,0,0,24,1290,1,1,0,0,0,1,4,
4690,11639,03-01-24,Tablet,Returning,Facebook,181,South,Beauty,59,1,15,8.85,0,18,659,1,1,0,0,0,1,4,
7107,11970,03-01-24,Mobile,New,Email ,548,South,Books,1539.97,2,5,154,0,12,526,1,1,0,0,0,1,4,
1948,12050,03-01-24,Mobile,New,Website ,857,South,Toys,1234.83,4,0,0,0,11,16,1,1,0,0,0,1,4,
4612,12127,03-01-24,Tablet,Returning,Referral ,742,South,Home & Garden,1080.86,4,0,0,0,22,1140,1,1,0,0,0,1,4,
9716,12575,03-01-24,Tablet,Returning,Referral ,507,South,Home & Garden,606.09,3,0,0,0,9,1250,1,1,0,0,0,1,4,
6052,12674,03-01-24,Desktop,New,Facebook,530,South,Toys,1024.58,1,10,102.46,0,21,289,1,0,0,0,0,0,4,
7807,13036,03-01-24,Mobile,Returning,Facebook,355,South,Electronics,887.3,1,0,0,887.3,9,1788,1,1,1,1,1,0,2,Debit Card
4092,13168,03-01-24,Desktop,Returning,Instagram,129,South,Electronics,427.13,2,0,0,0,2,1273,1,0,0,0,0,0,4,
3638,13566,03-01-24,Desktop,Returning,Referral ,836,South,Sports,469.63,3,5,70.44,0,1,1506,1,1,0,0,0,1,4,
6024,13651,03-01-24,Mobile,New,Instagram,890,South,Beauty,62.67,1,10,6.27,0,4,793,1,1,0,0,0,1,4,
4433,14033,03-01-24,Mobile,New,Facebook,416,South,Home & Garden,1891.87,1,15,283.78,0,8,1359,1,0,0,0,0,0,4,
3459,14125,03-01-24,Mobile,New,Referral ,160,South,Sports,477.8,3,20,286.68,0,20,169,1,0,0,0,0,0,4,
8082,14423,03-01-24,Mobile,Returning,Digital Advertising,375,East,Home & Garden,658.21,4,5,131.64,2501.2,7,583,1,1,1,1,1,0,3,Debit Card
5471,15273,03-01-24,Mobile,Returning,Website ,809,South,Home & Garden,1521.16,2,20,608.46,0,19,966,1,1,0,0,0,1,4,
9233,15283,03-01-24,Desktop,Returning,Instagram,225,South,Home & Garden,1760.89,2,10,352.18,0,18,689,1,0,0,0,0,0,4,
4819,15509,03-01-24,Mobile,New,Facebook,766,East,Food & Grocery,921.8,1,15,138.27,0,13,60,1,1,0,0,0,1,4,
3976,17585,03-01-24,Tablet,New,Website ,714,East,Sports,1432.33,2,15,429.7,0,17,1674,1,1,0,0,0,1,4,
1285,18282,03-01-24,Mobile,Returning,Website ,295,West,Fashion,774.3,4,5,154.86,2942.34,22,1616,1,1,1,1,1,0,4,Debit Card
1534,18655,03-01-24,Mobile,Returning,Referral ,740,East,Food & Grocery,1166.67,4,20,933.34,0,21,759,1,0,0,0,0,0,4,
4983,20238,03-01-24,Desktop,New,Website ,856,East,Electronics,217.94,4,0,0,0,13,17,1,1,0,0,0,1,4,
